S. No,Mol ID,SMILES,Atom ID,Aromatic,Strained,C_Mulliken Charge,AtomDegree,C_Effective Atom Polarizability,C_Partial Pi Charge ,C_Pi Electronegativity,C_SigmaElectonegativity,Hybridization,H_mulliken_charge,H_Effective Atom Polarizability,H_sigmaElectroNegativityDescriptor,NWChem,Avg_NWChem,BondLength,Exp1JCH,SigmaDeltaTheta,SigmaAbsDelthaTheta,Omega,MaxDeltaTheta
632,61_NWChem_1JCH_mulliken,[H]C([H])=C([H])[H],a3,FALSE,FALSE,6.20333,1,3.901,0,5.162577419,7.820673744,SP2,0.89834,2.829,7.498588172,157.7421,157.7421,1.084342382,156.2,-1.759964401,0,0,0
633,77_NWChem_1JCH_mulliken,[H]C([H])=C([H])C([H])=C([H])[H],a7,FALSE,FALSE,6.05152,2,5.956,0,5.438883014,8.150323512,SP2,0.90166,3.8565,7.549559471,152.5333,152.5333,1.087203744,152.7,-4.296973917,0,0,0
634,77_NWChem_1JCH_mulliken,[H]C([H])=C([H])C([H])=C([H])[H],a6,FALSE,FALSE,6.24763,1,4.9285,0,5.216140249,7.884745106,SP2,0.90538,3.34275,7.502119417,156.1271,156.1271,1.084833075,154.9,-1.642285749,0,0,0
635,77_NWChem_1JCH_mulliken,[H]C([H])=C([H])C([H])=C([H])[H],a5,FALSE,FALSE,6.24763,1,4.9285,0,5.216140249,7.884745106,SP2,0.8938,3.34275,7.502119417,160.6603,160.6603,1.082807833,159.2,-1.532214667,0,0,0
636,78_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))C([H])=C([H])[H],8,FALSE,FALSE,6.08757,2,7.4366875,0.012098012,5.498120708,8.220723812,SP2,0.90536,4.59684375,7.553274529,151.9878,151.9878,1.087108035,154.5,-7.667993848,0,0,0
637,78_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))C([H])=C([H])[H],9,FALSE,FALSE,6.25238,1,5.66884375,-0.012098012,5.220467224,7.889917423,SP2,0.91137,3.712921875,7.502228681,154.449,154.449,1.083605727,154,-0.737779701,0,0,0
638,78_NWChem_1JCH_mulliken,[H]c1c([H])c([H])c(c([H])c1([H]))C([H])=C([H])[H],10,FALSE,FALSE,6.25238,1,5.66884375,-0.012098012,5.220467224,7.889917423,SP2,0.89229,3.712921875,7.502228681,161.7795,161.7795,1.082676231,160,-2.926739946,0,0,0
639,79_NWChem_1JCH_mulliken,[H]C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],a9,FALSE,FALSE,6.08547,2,7.04475,0,5.314614942,8.002327575,SP2,0.90205,4.400875,7.524845598,149.8467,149.8467,1.089617718,150.1,-7.948456633,0,0,0
640,79_NWChem_1JCH_mulliken,[H]C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],a8,FALSE,FALSE,6.26222,1,5.472875,0,5.190350028,7.853905313,SP2,0.90339,3.6149375,7.500329544,154.5172,154.5172,1.083486669,153.3,-0.943017745,0,0,0
641,79_NWChem_1JCH_mulliken,[H]C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],a7,FALSE,FALSE,6.26222,1,5.472875,0,5.190350028,7.853905313,SP2,0.89974,3.6149375,7.500329544,158.1045,158.1045,1.083743519,157.2,-2.678926897,0,0,0
642,80_NWChem_1JCH_mulliken,[H]C#CC([H])=C([H])[H],a7,FALSE,FALSE,6.20513,1,4.715125,0,5.277610572,7.959013194,SP2,0.88778,3.2360625,7.505909388,161.8217,161.8217,1.0828756,165,-0.773013287,0,0,0
643,80_NWChem_1JCH_mulliken,[H]C#CC([H])=C([H])[H],a6,FALSE,FALSE,6.20513,1,4.715125,0,5.277610572,7.959013194,SP2,0.8921,3.2360625,7.505909388,162.0832,162.0832,1.082599625,160.7,-1.691368063,0,0,0
644,80_NWChem_1JCH_mulliken,[H]C#CC([H])=C([H])[H],a5,FALSE,FALSE,6.0851,2,5.52925,0,5.828958883,8.614412351,SP2,0.88086,3.643125,7.60775332,163.058,163.058,1.086600628,160.5,-4.53471369,0,0,0
645,81_NWChem_1JCH_mulliken,[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],a6,FALSE,FALSE,6.14143,2,6.428,0,5.294253374,7.978037427,SP2,0.90443,4.0925,7.523050533,150.0551,150.0551,1.088299058,151.9,-8.553642151,0,0,0
646,82_NWChem_1JCH_mulliken,[H]C(=C(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],a9,FALSE,FALSE,6.18354,2,8.31425,0,5.35889099,8.0551065,SP2,0.89953,5.035625,7.528033095,149.4845,149.4845,1.088364328,148,-11.22659912,0,0,0
647,83_NWChem_1JCH_mulliken,[H]C([H])=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],a11,FALSE,FALSE,6.28283,1,7.05675,0,5.218160588,7.887160216,SP2,0.91087,4.406875,7.502078188,154.7465,154.7503,1.079654545,151.9,-2.574985483,0,0,0
648,83_NWChem_1JCH_mulliken,[H]C([H])=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],a12,FALSE,FALSE,6.28283,1,7.05675,0,5.218160588,7.887160216,SP2,0.9109,4.406875,7.502078188,154.7541,154.7503,1.079651999,151.9,-2.571929807,0,0,0
649,85_NWChem_1JCH_mulliken,[H]C([H])=C=C([H])[H],a7,FALSE,FALSE,6.29251,1,4.4045,0,5.27037812,7.949540887,SP2,0.88266,3.08075,7.505697022,170.0235,170.0574,1.08493769,167.8,-1.315402392,0,0,0
650,85_NWChem_1JCH_mulliken,[H]C([H])=C=C([H])[H],a4,FALSE,FALSE,6.29253,1,4.4045,0,5.27037812,7.949540887,SP2,0.88266,3.08075,7.505697022,170.0509,170.0574,1.084911902,167.8,-1.306536813,0,0,0
651,85_NWChem_1JCH_mulliken,[H]C([H])=C=C([H])[H],a6,FALSE,FALSE,6.29251,1,4.4045,0,5.27037812,7.949540887,SP2,0.88265,3.08075,7.505697022,170.1043,170.0574,1.084886946,167.8,-1.284584774,0,0,0
652,87_NWChem_1JCH_mulliken,[H]C1=C([H])C1([H])([H]),a6,FALSE,TRUE,6.10018,2,4.7715,0,5.328249403,8.018586225,SP2,0.89141,3.26425,7.525170157,232.613,232.613,1.075340003,228.2,55.28925591,0,0,0
653,88_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])([H])C1([H])([H]),a5,FALSE,TRUE,6.10498,2,5.497,0,5.299962077,7.984848739,SP2,0.90317,3.627,7.523274398,170.4911,170.4911,1.083290889,168.6,25.55280408,0,0,0
654,89_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])([H])C([H])([H])C1([H])([H]),a10,FALSE,FALSE,6.11176,2,6.2225,0,5.297773892,7.982238025,SP2,0.89691,3.98975,7.523216679,162.7935,162.7935,1.083601413,161.6,7.829271837,0,0,0
655,90_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a7,FALSE,FALSE,6.11946,2,6.58525,0,5.297702891,7.982153311,SP2,0.89802,4.171125,7.52321596,156.0545,156.0545,1.086567676,158.4,-3.544410466,0,0,0
656,91_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a10,FALSE,FALSE,6.1149,2,6.948,0,5.297701982,7.982152227,SP2,0.89396,4.3525,7.523215957,154.5013,154.5013,1.086743625,156.2,-6.524097858,0,0,0
657,92_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a13,FALSE,FALSE,6.1133,2,7.129375,0,5.297701979,7.982152223,SP2,0.89763,4.4431875,7.523215957,150.4357,151.3676,1.088509186,156,-11.35046779,0,0,0
658,92_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])([H]),a14,FALSE,FALSE,6.12065,2,7.129375,0,5.297701979,7.982152223,SP2,0.89745,4.4431875,7.523215957,152.2995,151.3676,1.087936033,156,-10.32520967,0,0,0
659,94_NWChem_1JCH_mulliken,[H]C=1C([H])=C([H])C([H])([H])C=1([H]),a9,FALSE,FALSE,6.10475,2,6.39125,0,5.467517162,8.184365242,SP2,0.8996,4.074125,7.551321302,165.0961,165.0961,1.081858055,163.9,10.69530926,0,0,0
660,94_NWChem_1JCH_mulliken,[H]C=1C([H])=C([H])C([H])([H])C=1([H]),a8,FALSE,FALSE,6.11916,2,6.335,0,5.355901719,8.05154487,SP2,0.8938,4.046,7.527016207,171.9318,171.9318,1.080676051,169.1,10.91391999,0,0,0
661,96_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])=C([H])C([H])([H])C([H])=C1([H]),a12,FALSE,FALSE,6.08792,2,7.173,0,5.469708784,8.18696984,SP2,0.89517,4.465,7.551377761,154.5055,154.50675,1.086614838,153.6,-5.490934819,0,0,0
662,96_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])=C([H])C([H])([H])C([H])=C1([H]),a13,FALSE,FALSE,6.08792,2,7.173,0,5.469708784,8.18696984,SP2,0.89517,4.465,7.551377761,154.508,154.50675,1.086614451,153.6,-5.489944106,0,0,0
663,96_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])=C([H])C([H])([H])C([H])=C1([H]),a14,FALSE,FALSE,6.11068,2,7.201125,0,5.495390944,8.217481736,SP2,0.89521,4.4790625,7.553177779,154.7251,154.72585,1.086102861,155.2,-5.887019903,0,0,0
664,96_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])=C([H])C([H])([H])C([H])=C1([H]),a15,FALSE,FALSE,6.11068,2,7.201125,0,5.495390944,8.217481736,SP2,0.89521,4.4790625,7.553177779,154.7266,154.72585,1.086102565,155.2,-5.886039179,0,0,0
665,96_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])=C([H])C([H])([H])C([H])=C1([H]),a11,FALSE,FALSE,6.12253,2,7.11675,0,5.355970822,8.051627207,SP2,0.89019,4.436875,7.527016894,159.4071,159.40805,1.085211149,159.4,-2.008881717,0,0,0
666,96_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])=C([H])C([H])([H])C([H])=C1([H]),a10,FALSE,FALSE,6.12253,2,7.11675,0,5.355970822,8.051627207,SP2,0.89019,4.436875,7.527016894,159.409,159.40805,1.085210644,159.4,-2.007857514,0,0,0
667,97_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])=C([H])C([H])=C([H])C([H])=C1([H]),8,FALSE,FALSE,6.10749,2,7.4246875,0.014342275,5.497657149,8.220173267,SP2,0.89252,4.59084375,7.55323499,154.593,154.59635,1.088151294,155,-7.581098263,0,0,0
668,97_NWChem_1JCH_mulliken,[H]C1=C([H])C([H])=C([H])C([H])=C([H])C([H])=C1([H]),9,FALSE,FALSE,6.10747,2,7.4246875,-6.16E-18,5.497657149,8.220173267,SP2,0.89252,4.59084375,7.55323499,154.5997,154.59635,1.088145468,155,-7.579976572,0,0,0
669,98_NWChem_1JCH_mulliken,[H]C([H])=C1C([H])=C([H])C([H])=C1([H]),a11,FALSE,FALSE,6.25422,1,5.87125,0,5.270600322,7.949806173,SP2,0.88951,3.814125,7.50569835,159.4454,159.4454,1.083901119,160,-1.503597181,0,0,0
670,98_NWChem_1JCH_mulliken,[H]C([H])=C1C([H])=C([H])C([H])=C1([H]),a8,FALSE,FALSE,6.1145,2,6.796,0,5.501932004,8.225250062,SP2,0.89865,4.2765,7.553344249,167.55,167.55,1.081109332,166,10.95771407,0,0,0
671,98_NWChem_1JCH_mulliken,[H]C([H])=C1C([H])=C([H])C([H])=C1([H]),a7,FALSE,FALSE,6.15602,2,7.1445,0,5.548583401,8.280621209,SP2,0.8983,4.45075,7.55673914,173.7227,173.7227,1.079915276,170,12.11540937,0,0,0
672,99_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H])),a14,FALSE,FALSE,6.13038,2,7.0205,0,5.32334506,8.012738552,SP2,0.89589,4.38875,7.524984515,168.8357,168.8396,1.082429534,166,12.43363006,0,0,0
673,99_NWChem_1JCH_mulliken,[H]C1=C([H])C2([H])(C([H])([H])C([H])([H])C1([H])C2([H])([H])),a15,FALSE,FALSE,6.1304,2,7.0205,0,5.32334506,8.012738552,SP2,0.89588,4.38875,7.524984515,168.8435,168.8396,1.082544075,166,12.42912067,0,0,0
674,190_NWChem_1JCH_mulliken,[H]C#CC([H])([H])[H],a4,FALSE,FALSE,6.28128,1,3.76725,0,5.056812838,9.271625333,SP1,0.87486,2.716625,7.927736925,259.4645,259.4645,1.06181989,248,1.21E-06,0,0,0
675,191_NWChem_1JCH_mulliken,[H]C#Cc1c([H])c([H])c([H])c([H])c1([H]),13,FALSE,FALSE,6.26981,1,4.90634375,0,5.098994721,9.323055594,SP1,0.86856,3.286171875,7.930008146,261.0429,261.0429,1.06213474,251,0,0,0,0
676,192_NWChem_1JCH_mulliken,[H]C#CC([H])=O,a6,FALSE,FALSE,6.20084,1,3.84175,0,5.11763497,9.346488278,SP1,0.85294,2.753875,7.930484452,265.4909,265.4909,1.063529646,247.4,0.683525642,0,0,0
677,193_NWChem_1JCH_mulliken,[H]C#CN(c1c([H])c([H])c([H])c([H])c1([H]))c2c([H])c([H])c([H])c([H])c2([H]),2,FALSE,FALSE,6.30954,1,5.45334375,0,5.193326199,9.43861067,SP1,0.86345,3.559671875,7.936117272,271.3989,271.3989,1.061052799,259,0.039307969,0,0,0
678,194_NWChem_1JCH_mulliken,[H]C#COc1c([H])c([H])c([H])c([H])c1([H]),14,FALSE,FALSE,6.29045,1,4.257671875,0,5.290441019,9.55680672,SP1,0.86646,2.961835937,7.942080043,280.5451,280.5451,1.060673214,269,0.18645276,0,0,0
679,197_NWChem_1JCH_mulliken,[H]C#CCl,a4,FALSE,FALSE,6.16721,1,4.1165,0,5.239354486,9.494090761,SP1,0.86644,2.89125,7.938281213,278.5777,278.5777,1.06163584,270,NaN,0,0,0
680,198_NWChem_1JCH_mulliken,[H]C#CF,a4,FALSE,FALSE,6.18203,1,3.093,0,5.328525205,9.60233078,SP1,0.86187,2.3795,7.94365952,292.4679,292.4679,1.06127599,277.5,1.21E-06,0,0,0
681,199_NWChem_1JCH_mulliken,[H]C#N,a3,FALSE,FALSE,5.99153,1,2.518,0,6.787756548,11.33847002,SP1,0.84546,2.092,8.183672482,270.863,270.863,1.06725199,267,0,0,0,0
682,63_NWChem_1JCH_mulliken,[H]C#C[H],a3,FALSE,FALSE,6.13355,1,3.1385,0,5.033584582,9.242990622,SP1,0.86645,2.40225,7.92621961,260.9445,260.9445,1.06325273,249,NaN,0,0,0
683,66_NWChem_1JCH_mulliken,[H]C#CC([H])([H])[H],a7,FALSE,FALSE,6.28128,1,3.76725,0,5.056812838,9.271625333,SP1,0.87487,2.716625,7.927736925,259.4628,259.4628,1.06180976,247,NaN,0,0,0
